25.57,44.05,1005.8,65.14
33.95,68.14,1002.3,48.98
26.87,74.99,1002.5,71.91
26.02,63.07,1010.9,53.96
17.38,43.14,1011.1,61.9
19.78,63.09,1019,78.39
9.44,43.99,1020.3,98.06
20.06,47.03,1013.7,83.23
18.87,67.71,1004,87.35
18.79,49.15,1021.7,70.16
8.37,39.99,1010.4,93.26
31.73,73.42,1010.8,61.81
25.28,72.39,1002.3,89.43
23.35,71.85,1009.3,73.48
15.17,49.15,1021.9,91.73
23.82,64.15,1021,60.11
16.71,40.55,1004.5,81.64
12.64,41.79,1016.4,92.65
16.9,38.58,1014.1,70.11
23.96,51.3,1011.8,71.81
23.55,65.94,1011.8,58.44
18.8,44.71,1016.6,31.29
25.64,63.47,1012.3,68.35
28.9,71.25,1000.7,77.24
23.76,51.19,1009.7,70.87
13.87,45.08,1024.4,81.69
10.73,25.36,1009.4,100.15
22.47,48.6,1002.3,63.23
8.51,39.66,1015.2,86.61
19.72,51.19,1008.5,95.28
19.72,65.94,1010.5,82.12
24.63,59.57,1010.5,85.36
22.07,48.41,1008.7,81.29
27.97,66.17,1010.8,63.73
27.86,61.5,1009.2,46.19
22.59,65.06,1014.4,62.44
17.67,43.96,1011.7,82.13
14.45,43.71,1025.3,84.23
5.33,39.33,1009.6,94.97
13.9,45.08,1023.3,83.43
9.25,41.82,1033.2,74.73
16.83,46.48,1007.2,87.23
20.01,68.63,1012.3,69.49
6.65,40.69,1020.1,89.84
9.18,42.18,1017.4,87.3
25.06,65.46,1014.4,38.82
12.14,40.83,1010.6,78.31
19.7,54.42,1011.8,89.86
9.07,36.3,1015.3,56.81
8.01,40.02,1031.3,85.01
13.87,42.99,1007.5,81.52
21.59,66.54,1004.9,90.54
5.72,40.81,1025.8,92.46
7.81,39.64,1011.4,86.68
30.02,73.5,1010.5,44.91
16,40.66,1016.1,89.23
26.23,63.56,1013.6,65.81
18.06,56.65,1020.2,81.59
8.35,40.46,1019.2,73.26
14.38,40.71,1023.5,66.12
14.51,41.79,1009.7,80.62
27.25,50.05,1006.5,60.64
12.38,48.04,1012.8,100.13
11.61,39.69,1006.9,83.69
23.38,52.84,1005.3,82.98
14.5,53.82,1016.8,62.89
14.93,41.79,1008.9,81.48
19.4,39.53,1008,63.38
10.74,52.75,1021.8,75.41
22.89,80.25,1006.4,80.25
22.26,69.04,1010.5,84.33
29.6,71.94,1007.1,62.65
27.3,56.85,1011.7,36.09
20.36,60.1,1011.2,84.79
13.35,40.27,1005.8,49.75
22.05,63.31,1012.4,76.95
25.52,59.15,1013.9,65.37
13.05,34.03,1018.3,64.99
30,61.5,1009.4,48.63
26.06,54.5,1015.5,67.12
17.01,49.15,1021.8,84.02
10.32,41.46,1018,87.66
9.06,36.3,1015.1,58.71
10.96,41.93,1019.3,87.38
20.79,65.59,1014.9,77
12.88,40.64,1020.8,92.58
21.73,61.45,1010.3,91.59
5.18,41.31,1000.6,92.14
27.5,65.59,1011.2,65.37
14.86,44.85,1016.2,67.43
13.89,43.7,1015.1,64.99
29.36,68.94,1007.5,79.91
13.4,40.89,1010.7,91.66
28.6,71.22,1003.1,58.33
20.46,51.43,1007.3,93.25
17.81,37.2,1012,67.27
29.93,69.48,1009.2,54.59
28.14,65.34,1014.4,46.17
25.56,74.67,1016.6,76.1
30.98,69.82,1009.2,50.63
3.31,39.42,1024,84.31
7.99,41.38,1022,78.77
14.08,40.73,1017.5,91.49
14.16,39.28,1015.6,77.29
21.06,50.59,1016.4,66.12
22.21,69.71,1009.7,96.85
8.25,37.49,1009,81.09
30.35,71.32,1009.2,64.61
20.89,68.63,1012.6,69.52
25.24,66.54,1002.1,81.22
20.06,56.53,1020.4,75.16
9.04,44.68,1023.1,90.73
18.11,58.95,1016.6,89.17
31.35,68.67,1005.3,66.85
11.4,52.75,1023.3,75.7
6.61,36.24,1013.6,91.8
19.82,57.85,1011.6,97.23
8.85,40.43,1025.7,80.42
21.44,50.78,1008.9,87.56
20.9,67.07,1005.4,82.85
7.06,41.74,1022,90.38
33.3,68.14,1003,53.43
14.39,43.56,1013,59.17
19.05,62.96,1020.5,83.04
13.73,41.78,1011.8,49.65
31.88,67.32,1013.6,35.1
14.77,41.39,1019,65.61
14.76,49.64,1026.3,75.67
21.14,67.71,1006.4,56.78
30.13,71.98,1005,63.62
18.15,58.46,1017.4,88.24
23.04,57.32,1011.2,64.27
19.41,64.45,1009.4,64.05
14.81,43.7,1015.1,60.72
17.4,43.14,1018.5,75.31
31.65,66.25,1008.6,59.05
19.92,48.98,1014.3,64.99
22.07,69.94,1011.2,80.86
21.09,50.9,1012.4,69.09
23.19,58.82,1010,81.05
12.25,40.75,1016,82.4
16.02,39.54,1007.7,72.81
26.38,69.88,1008.4,86.25
16.86,39.63,1004.5,83.5
31.59,62.7,1009.3,50.16
24.14,41.1,1002.1,38.49
12.51,43.67,1013.2,91.55
26.41,65.59,1010.7,73.78
32.92,69.05,1000.7,39.61
25.02,47.45,1008.1,60.42
31.88,70.36,1006.2,57.51
10.33,41.44,1015.2,86.72
9.08,36.18,1020.2,68.37
26.82,69.05,1004.6,40
27.24,66.75,1017.8,69.6
26.27,62.91,1012,48.06
18.13,60.1,1009.7,84.75
8.6,42.28,1008.6,80.15
29.38,73.42,1011.5,54.96
26.09,60.23,1010.7,60.88
19.66,42.18,1001.5,95.75
16.85,42.24,1017.4,66.01
27.89,69.88,1008,85.62
12.19,41.17,1019.4,65.47
10.75,45,1023.7,89.37
9.56,44.71,1021.1,64.6
19.83,63.94,1019.8,75.05
8.88,36.66,1026.6,76.16
3.95,38.44,1016.8,79.65
11.68,40.55,1017.3,99.82
26.92,78.92,1011.6,96.22
27.75,69.89,1015.4,73.01
30.62,66.54,1004.1,55.36
7.75,38.06,1020.8,83.39
23.14,63.94,1017.5,53.19
29.22,75.23,1010.5,48.73
5.96,36.25,1029.4,88.63
23.04,64.27,1014.3,80.23
9.77,44.68,1023.4,91.4
17.08,38.58,1015.4,73.42
13.92,43.5,1021.1,88.44
14.52,40.35,1011.1,69.84
12.31,44.03,1007.8,94.42
22.1,71.29,1008.2,75.38
15.17,54.3,1017.4,72.11
10.08,37.92,1010.5,66.37
21.99,71.85,1009.5,74.77
31.23,66.75,1017.5,36.55
12.24,44.92,1023.7,88.21
14.49,44.84,1024.1,86.55
30.85,67.45,1014.5,32.99
23.35,47.01,1015,73.9
18.23,58.96,1015.5,69.61
19.13,40.79,1004.5,91.7
9.44,39.82,1013.3,91.55
23.04,74.22,1009.5,90.93
23.1,51.3,1011.9,80.05
29.78,65.74,1012.1,44.96
24.1,52.84,1006.5,47.58
25.2,59.21,1017.5,55.53
31.37,74.87,1009.2,56.58
21.7,64.44,1015,73.33
19.72,66.51,1015.1,74.7
26.56,52.3,1007.4,62.04
10.33,44.92,1025.3,85.67
12.99,42.34,1018,96.25
32.67,67.83,1007.8,42.16
22.44,63.47,1012,91.08
23.79,58.59,1013.9,72.5
15.62,38.28,1014.5,77.01
5.66,40,1022.1,93.03
18.19,43.96,1011.9,79.68
29.35,68.31,1010.5,46.2
19.87,48.14,1016.9,81.56
26.58,59.39,1014.5,65.87
14.08,39.31,1011.7,72
18.81,45.01,1015.3,65.91
30.9,69.4,1003.5,66.69
33.6,74.33,1012.3,35.66
12.28,40.92,1023.2,89.14
26.94,66.48,1005.5,60.62
10.91,40.1,1014.1,91.45
33.18,72.29,1009.5,58.35
19.82,41.67,1012.9,51.92
24.43,61.25,1011.7,85.24
25.53,71.85,1009.2,74.7
20.3,56.53,1020.3,76.49
18.12,43.69,1016.9,52.95
14.91,39.28,1014.6,75.23
15.21,43.5,1021.6,82.06
25.35,65.18,1012.7,70.36
20.97,44.63,1007.6,73.69
16.36,43.99,1021.3,85.13
8.9,41.4,1030.8,85.63
13.35,41.44,1015.9,66.04
7.95,40.72,1023.7,84.19
15.9,41.35,1005.4,92.89
24.59,71.94,1006.9,88.52
24.49,68.61,1010.6,64.03
7.68,42.85,1012.5,91.51
20.68,42.04,1010.2,63.43
14.78,41.17,1016.4,67.42
11.31,39.61,1018.7,68.9
30.61,77.17,1009.5,73.19
23.91,67.69,1008.3,66.71
23.82,60.32,1016.6,75.29
32.98,71.32,1003.7,49.78
7.82,41.16,1023.3,87.7
23.61,43.77,1011.8,56.08
23.68,49.02,1007.5,86.05
14.24,41.4,1019.7,70.32
31.26,70.36,1006.5,60.47
15.24,40,1017.3,65.16
18.33,44.34,1019.5,51.69
14.43,35.85,1022,78.25
22.49,58.71,1009.8,76.43
14.85,40.69,1014.9,72.64
30.08,67.25,1017.6,47.77
9.43,41.4,1028,84.98
22.62,51.3,1012.4,81.02
19.48,39.72,1001.8,55.41
15.37,41.96,1011.6,96.76
19.99,65.94,1012.3,75.42
26.92,63.73,1010.3,68.6
29.42,69.14,1007.3,75.04
23,57.76,1017.6,56.86
28.01,64.69,1007.6,58.45
25.31,74.33,1015,79.88
11.42,41.54,1020.2,71.57
25.39,58.79,1015.9,62.59
13.93,44.21,1022.3,82.4
31.42,70.17,999.3,61.22
27.09,65.61,1014.2,48.13
14.8,43.99,1022.9,85.25
10.62,39.64,1010.6,62.15
20.14,65.06,1014.8,80.01
15.15,39.58,1011.9,73.63
26.09,70.4,1007.4,85.37
26.16,67.9,1005.8,61.02
6.17,39.33,1012.6,93.32
23.31,68.63,1014.7,51.57
7.55,38.08,1019.4,76.32
9.48,44.68,1023.3,92.9
13.83,41.49,1020.1,87.29
6.67,36.08,1022.3,83.51
32.88,72.29,1008.5,62.74
6.39,35.57,1025.5,77.23
15.25,46.36,1019.7,95.83
21.79,60.93,1006.4,87.68
17.34,45.01,1013.2,77.71
26.55,73.67,1005.7,79.41
21.11,58.66,1011.7,68.71
27.38,70.04,1011.2,72.26
23.63,58.79,1017.2,67.68
16.85,39.64,1008.8,80.81
11.48,37.92,1008.5,70.55
9.51,39.22,1015.3,72.41
14.71,52.72,1024.7,70.29
30.15,67.32,1013.8,32.8
20.73,59.87,1019.1,80.48
22.49,58.82,1009.7,85.19
23.38,65.06,1014.1,59.36
10.45,39.61,1020.2,73.39
29.95,67.25,1017.7,51.91
15,41.35,1006.6,86.95
13.12,52.75,1023.7,67.5
11.29,35.76,1019.3,58.91
14.84,44.63,1019.3,57.37
30.47,70.02,1009.6,62.03
18.72,60.07,1015.8,70.55
29.84,58.9,1005.2,56.18
23.87,60.27,1018.9,77.16
16.25,58.86,1015.9,86.52
12.58,43.67,1012.9,94.01
9.01,40.77,1022.4,90.3
23.54,67.83,1009.4,65.48
19.01,58.46,1017.1,90.99
9.57,52.75,1022.3,75.4
23.87,63.94,1019,44.28
29.12,74.87,1009.9,62.51
21.93,60.84,1019,76.8
19.06,56.65,1020.8,82.14
31.76,66.54,1003,49.64
30.71,64.05,1011.8,62.81
12.87,45.51,1015.3,86.67
20.08,62.52,1018,75.74
30.84,66.75,1017.5,40.69
32.38,69.05,1000.8,45.85
16.72,53.82,1015.5,66.9
8.53,38.18,1017.5,76.49
11.16,40.05,1015,88.38
23,63.78,1015.9,70.46
18.6,58.71,1009.8,86.42
22.44,63.86,1020,64.83
13.11,42.99,1007.6,97
18.44,45.38,1014.3,86.02
24.7,58.82,1009.4,75.91
5.05,35.57,1027,80.02
13.32,38.73,1005.4,88.48
8.23,43.79,1016.1,82.11
31.38,71.32,1009.2,60.42
13.57,39.39,1014,82.12
6.24,35.77,1019.2,70.7
20.77,43.77,1010.8,63.12
21.34,51.61,1010.1,80.7
11.94,40.66,1016.6,96.11
5.95,37.8,1022,67.97
29.91,74.33,1013.2,39.76
32.83,74.16,1007.6,60.2
7.84,41.39,1018.2,91.92
6.99,39.37,1020.2,75.06
25.49,47.45,1007.9,57.04
30.19,66.54,1004.4,61.43
27.23,71.77,1006.6,77.94
10.95,40.81,1016.2,77.96
25.24,67.45,1013.6,50.91
23.9,61.47,1009,81.05
24.05,67.83,1009.4,63.8
27.53,72.58,1009.1,89.06
10.65,41.78,1013.7,70.04
10.95,40.22,1010,78.96
12.68,43.7,1016.1,86.89
10.15,41.14,1025.5,91.54
22.19,62.96,1019.5,67.96
23.86,66.54,1005.2,90.89
28.57,69.34,1008,65.55
7.2,40.35,1011.8,95.59
28.07,61.47,1008.7,64.83
31.13,67.45,1015,41.34
31.86,69.59,1008.6,59.74
25.3,59.43,1009.1,58.3
21.89,63.94,1019.5,55.09
25.32,48.41,1008.5,72.14
24.8,61.02,1009.9,71.75
23.63,60.37,1005,81.66
16.61,43.77,1012.2,77.23
19.11,50.16,1010.9,100.09
15.11,40.71,1018,69.31
28.42,73.5,1011.2,72.79
14.66,41.66,1012.9,62.41
7.48,38.5,1014,77.35
25.35,66.56,1008.8,66.88
28.15,72.24,1010.9,62.39
19.64,56.65,1020.8,73.88
24.65,63.86,1018.4,56.15
29.75,70.32,1007.4,55.8
14.42,44.88,1019.4,59.17
17.7,38.52,1020.1,69.8
10.31,42.49,1009.4,78.36
5.57,42.85,1013.5,92.14
22.42,60.08,1017.7,67.46
17.72,50.9,1012,85.55
17.27,43.52,1021.4,76.73
25.46,56.89,1012.6,62.9
28.93,72.99,1007.2,64.41
13.52,42.07,1017.9,90.21
27.55,65.59,1011.6,63.99
22.99,46.93,1014.1,49.42
25.02,69.75,1010,91.86
22.83,70.79,1006.4,92.07
30.61,69.13,1009.3,55.17
27.82,79.74,1008.4,69.46
11.49,44.2,1018.8,91.14
15.42,39.82,1012.9,83.54
6.5,38.5,1013.9,90.1
24.01,60.84,1018.8,63.82
17.17,63.09,1020.5,95.98
30.18,68.24,1009.3,64.06
22.39,59.04,1011.8,86.39
30.72,69.13,1009.9,61.66
10.95,39.22,1015.7,62.3
8.32,39.64,1010.9,78.21
8.03,40.67,1020.1,70.87
14.44,40.1,1015.5,79.78
22.77,69.84,1005.8,84.26
24.82,59.27,1012.8,72.34
26.71,76.86,1002.9,74.5
7.26,41.22,1014.9,97.82
23.15,69.48,1011.1,85.83
24.96,69.68,1011.4,63.12
31.95,70.79,1003.8,55.25
17.84,52.08,1006.6,100.09
27.33,51.43,1006.2,67.6
14.98,39.58,1011.8,75.07
14.77,48.06,1010.9,69.81
10.5,39.28,1016.5,91.75
27.71,66.93,1016.9,58.77
22.61,54.42,1014.7,75.87
6.9,39.81,1016.7,88.24
21.55,44.58,1017.2,46.64
25.91,68.08,1010.9,74.25
26.81,74.9,1004,79.88
7.4,40.72,1022.6,87.67
21.26,60.84,1018.4,78.83
8.01,40.46,1019.4,76.15
28.04,69.14,1007.2,80.38
15.42,40.56,1021.2,59.37
31.38,68.27,1006.8,52.79
19.07,44.63,1020.2,44.93
18.28,60.1,1009.7,85.79
30.2,71.85,1008.2,59.1
17.37,41.23,998.79,68.44
9.01,38.56,1016.7,63.61
7.24,39.04,1019,68.69
24.16,48.98,1015.2,42.55
11.49,44.63,1020.4,86.04
12.97,40.75,1016,79.67
9.27,42.02,1004.3,95.05
14,43.34,1016.4,85.51
19.61,56.65,1020.6,63.74
14.41,42.77,1019.8,82.54
22.81,71.85,1009.6,75.17
7.84,43.52,1022.2,96.51
10.96,37.5,1013.5,79.54
13.93,39.64,1011.8,82.64
23.59,59.43,1010,65.8
19.96,39.53,1006.2,62.77
11.5,40.78,1023.9,86.31
12.65,44,1023,88.73
25.15,62.91,1012.2,48.22
16.95,40.12,1012.6,87.87
18.06,52.08,1003.7,100.09
11.47,40.27,1005.4,77.4
15.79,58.86,1015.9,91.91
10.38,40.92,1021.5,95.18
22,51.3,1012.9,85.79
17.89,42.42,1008.9,65.08
13.56,49.83,1007,89.86
29.28,74.33,1011.7,72.37
29.46,49.3,1003.9,54.1
24.82,66.48,1006.4,70.21
30.13,78.05,1011,61.5
15,41.17,1015.6,64.82
21.32,45.01,1012.2,59.94
16.68,53.16,1014.3,78.02
29.12,58.84,1001.3,52.86
15.91,44.99,1010.9,62.81
4.77,39.33,1011.3,68.98
18.32,66.51,1015.2,81.5
23.88,67.9,1006,67.58
18.05,56.03,1020.7,77.87
10.46,37.5,1013.1,76.74
24.66,63.73,1011.4,74.52
18.47,62.1,1019.9,82.57
17.73,40.55,1003.4,74.62
13.04,40.69,1016,82.37
11.96,43.41,1017.4,79.44
32.81,77.17,1009.2,53.13
11.58,39.69,1005.2,86.55
19.67,44.89,1009.4,73.88
28.13,56.9,1007.2,51.66
27,73.17,1009.8,64.43
22.53,70.98,1005.5,93.95
5.07,40.07,1019.3,66.17
23.75,60.29,1017.4,64.04
34.35,77.17,1009.3,59.33
20.4,57.85,1011.1,92.47
22.83,65.18,1012.2,79.74
21.6,66.86,1013,54.19
